OPE6_ID,INSTNM,CONTROL,CIP4,CIPCODE,CIPDESC,Program_Normalized,CREDLEV,IPEDSCOUNT2,EARN_MDN_1YR,EARN_MDN_4YR,EARN_MDN_5YR,EARN_GT_THRESHOLD_5YR,DEBT_ALL_STGP_EVAL_MDN
1414,Trinity College,Private,42.27,4227,Research and Experimental Psychology.,Research and Experimental Psychology,3,0,,,,,
1414,Trinity College,Private,45.06,4506,Economics.,Economics,3,77,71191,112699,123096,19,21500
1414,Trinity College,Private,45.1,4510,Political Science and Government.,Political Science,3,74,42979,,80061,23,25000
1414,Trinity College,Private,45.11,4511,Sociology.,Sociology,3,14,50077,,,,
1414,Trinity College,Private,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,4,,,,,
1414,Trinity College,Private,50.07,5007,Fine and Studio Arts.,Art,3,11,,,,,
1414,Trinity College,Private,50.09,5009,Music.,Music,3,5,,,,,
1414,Trinity College,Private,54.01,5401,History.,History,3,18,,,,,
1415,United States Coast Guard Academy,Public,14.08,1408,Civil Engineering.,Civil Engineering,3,20,,,,,
1415,United States Coast Guard Academy,Public,14.1,1410,"Electrical, Electronics and Communications Engineering.",Electrical Engineering,3,21,,,,,
1415,United States Coast Guard Academy,Public,14.19,1419,Mechanical Engineering.,Mechanical Engineering,3,18,,,,,
1415,United States Coast Guard Academy,Public,45.1,4510,Political Science and Government.,Political Science,3,48,,,,,
1415,United States Coast Guard Academy,Public,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,53,,,,,
1424,Wesleyan University,Private,11.07,1107,Computer Science.,Computer Science,3,41,,,,,
1424,Wesleyan University,Private,23.01,2301,"English Language and Literature, General.",English,3,63,,,,,
1424,Wesleyan University,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,12,39764,60890,68048,179,15500
1424,Wesleyan University,Private,26.01,2601,"Biology, General.",Biology,3,32,,,,,
1424,Wesleyan University,Private,27.01,2701,Mathematics.,Mathematics,3,34,,,,,
1424,Wesleyan University,Private,40.05,4005,Chemistry.,Chemistry,3,11,,,,,
1424,Wesleyan University,Private,42.01,4201,"Psychology, General.",Psychology,3,96,,,,,
1424,Wesleyan University,Private,42.27,4227,Research and Experimental Psychology.,Research and Experimental Psychology,3,48,,,,,
1424,Wesleyan University,Private,45.06,4506,Economics.,Economics,3,96,,,,,
1424,Wesleyan University,Private,45.1,4510,Political Science and Government.,Political Science,3,93,,,,,
1424,Wesleyan University,Private,45.11,4511,Sociology.,Sociology,3,29,,,,,
1424,Wesleyan University,Private,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,20,,,,,
1424,Wesleyan University,Private,50.07,5007,Fine and Studio Arts.,Art,3,25,,,,,
1424,Wesleyan University,Private,50.09,5009,Music.,Music,3,13,,,,,
1424,Wesleyan University,Private,54.01,5401,History.,History,3,18,,,,,
1380,Western Connecticut State University,Public,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,15,77969,,,,
1380,Western Connecticut State University,Public,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,21,,,,,
1380,Western Connecticut State University,Public,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,13,39696,49967,51330,23,27000
1380,Western Connecticut State University,Public,23.01,2301,"English Language and Literature, General.",English,3,11,,,,,
1380,Western Connecticut State University,Public,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,2,27784,,,,26782
1380,Western Connecticut State University,Public,26.01,2601,"Biology, General.",Biology,3,43,37787,39551,51225,23,27000
1380,Western Connecticut State University,Public,27.01,2701,Mathematics.,Mathematics,3,4,,,,,
1380,Western Connecticut State University,Public,40.05,4005,Chemistry.,Chemistry,3,12,,,,,
1380,Western Connecticut State University,Public,42.01,4201,"Psychology, General.",Psychology,3,80,32064,44713,48890,72,20500
1380,Western Connecticut State University,Public,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,102,38235,49367,57122,124,24000
1380,Western Connecticut State University,Public,44.07,4407,Social Work.,Social Work,3,44,33033,49110,56137,51,21500
1380,Western Connecticut State University,Public,45.06,4506,Economics.,Economics,3,7,,,,,
1380,Western Connecticut State University,Public,45.1,4510,Political Science and Government.,Political Science,3,14,,,,,
1380,Western Connecticut State University,Public,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,40,24150,24928,28374,,25000
1380,Western Connecticut State University,Public,50.07,5007,Fine and Studio Arts.,Art,3,30,,,,,
1380,Western Connecticut State University,Public,50.09,5009,Music.,Music,3,26,21659,17931,,,26000
1380,Western Connecticut State University,Public,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,84,86600,82388,93863,84,26000
1380,Western Connecticut State University,Public,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,78,,,,,
1380,Western Connecticut State University,Public,52.03,5203,Accounting and Related Services.,Accounting,3,64,58144,71963,78301,55,24250
1380,Western Connecticut State University,Public,52.08,5208,Finance and Financial Management Services.,Finance,3,33,46470,68063,76891,35,19000
1380,Western Connecticut State University,Public,52.14,5214,Marketing.,Marketing,3,56,45967,58801,60705,46,19750
1380,Western Connecticut State University,Public,54.01,5401,History.,History,3,23,,,50253,23,
1426,Yale University,Private,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,96,133293,203685,271466,23,15000
1426,Yale University,Private,14.1,1410,"Electrical, Electronics and Communications Engineering.",Electrical Engineering,3,5,,,,,
1426,Yale University,Private,14.19,1419,Mechanical Engineering.,Mechanical Engineering,3,14,,,,,
1426,Yale University,Private,23.01,2301,"English Language and Literature, General.",English,3,41,41045,60462,62925,,
1426,Yale University,Private,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,32,61133,,,,15750
1426,Yale University,Private,27.01,2701,Mathematics.,Mathematics,3,46,,,,,
1426,Yale University,Private,30.99,3099,"Multi/Interdisciplinary Studies, Other.",Interdisciplinary Studies,3,56,45769,104899,130467,24,15000
1426,Yale University,Private,40.05,4005,Chemistry.,Chemistry,3,12,,,,,
1426,Yale University,Private,42.01,4201,"Psychology, General.",Psychology,3,0,,72315,,,
1426,Yale University,Private,42.27,4227,Research and Experimental Psychology.,Research and Experimental Psychology,3,53,47874,,,,
1426,Yale University,Private,45.06,4506,Economics.,Economics,3,188,82617,125006,131171,62,12562
1426,Yale University,Private,45.1,4510,Political Science and Government.,Political Science,3,97,57466,98467,123834,63,14749
1426,Yale University,Private,45.11,4511,Sociology.,Sociology,3,15,,,,,
1426,Yale University,Private,50.05,5005,Drama/Theatre Arts and Stagecraft.,Drama/Theatre Arts,3,7,,,,,
1426,Yale University,Private,50.07,5007,Fine and Studio Arts.,Art,3,21,,,,,
1426,Yale University,Private,50.09,5009,Music.,Music,3,8,,,,,
1426,Yale University,Private,54.01,5401,History.,History,3,100,54700,77988,,,8250
11727,Delaware Technical Community College-Terry,Public,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,94,86455,,,,13202
1428,Delaware State University,Public,11.07,1107,Computer Science.,Computer Science,3,14,,,,,
1428,Delaware State University,Public,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,38,47728,45625,50397,16,25401
1428,Delaware State University,Public,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,9,,,,,
1428,Delaware State University,Public,23.01,2301,"English Language and Literature, General.",English,3,2,,,,,
1428,Delaware State University,Public,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,27,35998,47980,49938,24,23540
1428,Delaware State University,Public,26.01,2601,"Biology, General.",Biology,3,35,39327,36926,51021,19,26000
1428,Delaware State University,Public,27.01,2701,Mathematics.,Mathematics,3,2,,,,,
1428,Delaware State University,Public,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,54,25704,36562,45739,62,26000
1428,Delaware State University,Public,40.05,4005,Chemistry.,Chemistry,3,14,,,,,
1428,Delaware State University,Public,42.01,4201,"Psychology, General.",Psychology,3,58,27012,41826,46122,46,26000
1428,Delaware State University,Public,44.07,4407,Social Work.,Social Work,3,33,33413,47219,53288,28,22503
1428,Delaware State University,Public,45.1,4510,Political Science and Government.,Political Science,3,7,,,,,25000
1428,Delaware State University,Public,45.11,4511,Sociology.,Sociology,3,7,,,,,
1428,Delaware State University,Public,50.04,5004,Design and Applied Arts.,Design,3,4,,,,,
1428,Delaware State University,Public,50.07,5007,Fine and Studio Arts.,Art,3,4,,,,,
1428,Delaware State University,Public,50.09,5009,Music.,Music,3,1,,,,,
1428,Delaware State University,Public,51.22,5122,Public Health.,Public Health,3,17,,46562,55503,23,25872
1428,Delaware State University,Public,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,28,84049,74284,84512,35,29930
1428,Delaware State University,Public,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,38,44022,53690,64689,55,25500
1428,Delaware State University,Public,52.03,5203,Accounting and Related Services.,Accounting,3,12,,55853,71308,21,25000
1428,Delaware State University,Public,52.08,5208,Finance and Financial Management Services.,Finance,3,11,,,,,
1428,Delaware State University,Public,52.14,5214,Marketing.,Marketing,3,0,,,,,
1428,Delaware State University,Public,54.01,5401,History.,History,3,5,,,,,
1431,University of Delaware,Public,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,104,75310,99227,111532,40,25261
1431,University of Delaware,Public,13.12,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Teacher Education,3,158,48587,50186,56546,75,25908
1431,University of Delaware,Public,13.13,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Teacher Education,3,65,49041,56201,62033,39,26298
1431,University of Delaware,Public,14.08,1408,Civil Engineering.,Civil Engineering,3,60,72783,79314,88414,60,25000
1431,University of Delaware,Public,14.1,1410,"Electrical, Electronics and Communications Engineering.",Electrical Engineering,3,31,75877,,115483,21,25000
1431,University of Delaware,Public,14.19,1419,Mechanical Engineering.,Mechanical Engineering,3,114,74313,84199,91595,50,26000
1431,University of Delaware,Public,23.01,2301,"English Language and Literature, General.",English,3,101,32487,45708,60118,58,25500
1431,University of Delaware,Public,24.01,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Liberal Arts,3,22,,49314,54971,28,
1431,University of Delaware,Public,26.01,2601,"Biology, General.",Biology,3,184,39746,62360,78770,49,24235
1431,University of Delaware,Public,27.01,2701,Mathematics.,Mathematics,3,25,52308,73638,92170,16,27000
1431,University of Delaware,Public,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,186,26555,69499,81053,123,25000
1431,University of Delaware,Public,40.05,4005,Chemistry.,Chemistry,3,32,54055,67828,77070,20,24597
1431,University of Delaware,Public,42.01,4201,"Psychology, General.",Psychology,3,0,,,,,
1431,University of Delaware,Public,42.27,4227,Research and Experimental Psychology.,Research and Experimental Psychology,3,203,31532,54067,61576,79,23883
1431,University of Delaware,Public,45.06,4506,Economics.,Economics,3,131,55905,72156,84140,60,25000
1431,University of Delaware,Public,45.1,4510,Political Science and Government.,Political Science,3,148,31972,59112,79001,47,23250
1431,University of Delaware,Public,45.11,4511,Sociology.,Sociology,3,53,29714,54885,60435,26,23197
1431,University of Delaware,Public,50.04,5004,Design and Applied Arts.,Design,3,21,42585,,70925,18,26000
1431,University of Delaware,Public,50.07,5007,Fine and Studio Arts.,Art,3,42,21935,37984,46082,,24998
1431,University of Delaware,Public,50.09,5009,Music.,Music,3,15,,,,,25334
1431,University of Delaware,Public,51,5100,"Health Services/Allied Health/Health Sciences, General.",Health Sciences,3,66,35637,,,,26168
1431,University of Delaware,Public,51.22,5122,Public Health.,Public Health,3,158,35437,53358,63636,40,24336
1431,University of Delaware,Public,51.38,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Nursing,3,184,81286,80264,93619,86,25954
1431,University of Delaware,Public,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,129,58041,77898,90549,52,23302
1431,University of Delaware,Public,52.03,5203,Accounting and Related Services.,Accounting,3,100,71491,85962,106304,80,26301
1431,University of Delaware,Public,52.08,5208,Finance and Financial Management Services.,Finance,3,274,66889,83952,99240,139,23495
1431,University of Delaware,Public,52.14,5214,Marketing.,Marketing,3,220,54390,72845,97490,101,24499
1431,University of Delaware,Public,54.01,5401,History.,History,3,51,34753,44583,56763,32,22518
1429,Goldey-Beacom College,Private,11.01,1101,"Computer and Information Sciences, General.",Computer Science,3,0,,,,,
1429,Goldey-Beacom College,Private,23.01,2301,"English Language and Literature, General.",English,3,1,,,,,
1429,Goldey-Beacom College,Private,31.05,3105,Health and Physical Education/Fitness.,Health and Fitness,3,15,,,,,
1429,Goldey-Beacom College,Private,42.01,4201,"Psychology, General.",Psychology,3,17,,,,,17000
1429,Goldey-Beacom College,Private,43.01,4301,Criminal Justice and Corrections.,Criminal Justice,3,14,32960,,,,19950
1429,Goldey-Beacom College,Private,45.06,4506,Economics.,Economics,3,0,,,,,
1429,Goldey-Beacom College,Private,51.07,5107,Health and Medical Administrative Services.,Health Sciences,3,7,,,,,
1429,Goldey-Beacom College,Private,52.02,5202,"Business Administration, Management and Operations.",Business Administration,3,30,,43612,61218,45,18473
